,y2004,y2006,democrat,democrat04,democrat06,chall,open,female,disrepvote,senate,isssal2,demdisrepvote,oppgoneg,fraised2,goneg,negperson,negiss,risk,issueowner,bioreason,biooccup,biofamil2,poll,bioorg,biotown,positions,endorse,partybann,cfscore,region,incumbent,newdist,newdistAlt
163,0,1,0,0,0,0,0,0,67,0,0.228910893,0,1,0.0175799,0,0,0,-1,-6.97647047,0,1,0,0,1,1,0,0,0,0.920595109,4,1,67,3
164,1,0,0,0,0,1,0,0,51,0,0,0,0,0.0007718,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1.004565477,4,0,51,1
165,0,1,0,0,0,0,1,1,64,0,0.13742575,0,1,0.043747101,0,0,0,-2,-12.82499981,0,0,0,0,1,1,2,5,0,1.026392102,5,0,64,3
166,0,0,1,0,0,1,0,0,43,0,0.168118805,43,0,0.106258802,0,NA,NA,1,8.109090805,1,0,0,NA,0,1,2,0,0,NA,1,0,57,2
167,0,1,1,0,1,1,0,1,46,0,0.261386126,46,0,0.076704301,1,0,1,5,16.30909157,0,1,1,1,1,0,3,33,0,-1.269969821,1,0,54,2
168,0,1,1,0,1,0,1,0,66,0,0.419009894,66,0,0.0170771,1,0,0,7,6.881818295,0,1,1,1,0,0,3,80,0,-1.408331275,6,0,34,0
169,1,0,0,0,0,0,1,0,43,0,0.125346527,0,1,NA,1,0,1,4,1.350000024,0,1,1,0,1,1,2,100,0,1.334023952,5,0,43,1
170,1,0,0,0,0,1,0,0,49,0,0.248712882,0,1,0.0151561,1,0,1,4,4.766666889,1,1,0,0,1,1,3,18,0,0.956877053,7,0,49,1
171,1,0,1,1,0,1,0,0,53,0,0.194851488,53,0,NA,1,1,0,6,-0.13333334,1,1,1,0,1,0,3,41,1,NA,4,0,47,1
172,0,1,0,0,0,0,0,0,64,0,0.121386141,0,0,0.0137234,0,0,0,-1,-10.14999962,1,0,0,0,0,1,2,9,0,1.207506537,6,1,64,3
173,0,0,0,0,0,0,0,0,55,0,0.145346537,0,0,0.0294999,0,NA,NA,0,2.849999905,0,1,0,NA,0,1,0,0,0,0.733111024,5,1,55,2
174,1,0,1,1,0,1,0,0,63,0,0.310297042,63,0,0.000963,0,0,0,3,0.771428585,1,1,0,0,1,0,2,0,0,-1.056097865,4,0,37,0
175,1,0,0,0,0,0,0,0,53,0,0.068316832,0,1,0.0565475,0,0,0,1,-5.366666794,0,1,0,0,1,0,2,8,0,0.543806255,4,1,53,2
176,0,1,0,0,0,0,1,0,44,0,0.086732678,0,1,0.0164371,1,1,1,3,-12.35000038,1,1,0,0,1,1,2,15,0,0.775091469,2,0,44,1
177,0,1,0,0,0,0,0,0,63,0,0.187128708,0,1,0.028859001,0,0,0,-1,-12.02499962,0,1,0,0,1,0,0,4,0,1.152781725,3,1,63,3
178,1,0,0,0,0,0,0,0,44,0,0.142376244,0,1,0.028340399,1,1,1,-2,-0.242857143,0,0,0,0,0,1,0,2,0,0.30725348,1,1,44,1
179,0,1,0,0,0,0,0,0,45,0,0.107722774,0,1,0.037666,1,0,1,0,-9.837499619,0,0,0,0,0,1,2,12,0,0.30725348,1,1,45,1
180,0,0,1,0,0,1,0,1,58,0,0.115247525,58,0,0.0087423,1,NA,NA,4,8.490908623,0,1,1,NA,0,1,2,21,0,-0.945260048,2,0,42,0
181,1,0,0,0,0,0,0,0,56,0,0.137227714,0,1,0.0203215,1,0,1,3,-11.26000023,0,1,1,0,1,0,2,11,0,1.208292484,6,1,56,2
182,0,0,0,0,0,0,1,0,52,0,0.238811895,0,1,0.0353899,1,NA,NA,3,8.054545403,0,1,0,NA,0,1,3,25,0,0.852949858,1,0,52,2
183,1,0,0,0,0,0,0,0,52,0,0.295445532,0,1,NA,0,0,0,-2,-3.753846169,0,0,0,0,1,1,3,0,0,0.852949858,1,1,52,2
184,0,0,0,0,0,0,0,0,56,0,0.087722771,0,1,0.0340936,0,NA,NA,-1,7.942857265,0,0,0,NA,1,1,2,2,0,0.822113514,1,1,56,2
185,0,0,0,0,0,0,0,0,57,0,0.217425734,0,0,0.0127641,0,NA,NA,3,-1.507142901,1,1,1,NA,0,1,3,36,0,0.538065612,6,1,57,2
186,1,0,0,0,0,0,0,0,57,0,0.294059426,0,0,0.0287585,0,0,0,0,-6.422222137,0,1,0,0,0,1,2,24,0,0.538065612,6,1,57,2
187,1,0,0,0,0,0,0,0,57,0,NA,0,0,0.0133152,0,0,0,NA,NA,0,0,0,0,1,1,0,0,0,0.541053355,5,1,57,2
188,1,0,0,0,0,0,0,0,59,0,0,0,0,0.0111128,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0.778193951,2,1,59,2
189,0,1,0,0,0,0,0,0,61,0,0.354455441,0,0,0.0142819,1,1,1,1,-12.35999966,0,0,0,1,0,0,2,0,0,0.778193951,2,1,61,3
190,0,1,0,0,0,0,0,0,55,0,0.105742574,0,0,0.034111299,0,0,0,0,-5.400000095,0,1,1,0,1,1,2,3,0,1.202675343,4,1,55,2
191,0,1,1,0,1,1,0,0,63,0,0.288910896,63,0,0.0003474,1,1,1,7,10.80000019,1,1,0,0,0,0,2,2,1,-1.119402885,4,0,37,0
192,1,0,0,0,0,1,0,0,64,0,0.161782175,0,1,0.0472272,1,1,1,3,9.949999809,0,1,1,0,1,0,0,10,0,1.300564528,4,0,64,3
193,0,1,1,0,1,0,0,0,45,0,0.239009902,45,0,0.019034401,0,0,0,1,6.528571606,1,1,0,0,1,1,2,0,0,-0.111656651,4,1,55,2
194,0,0,0,0,0,0,0,0,60,0,0,0,0,0.017400701,0,NA,NA,3,0,0,1,1,NA,0,0,0,0,0,0.83966136,4,1,60,3
195,1,0,0,0,0,0,0,0,60,0,0,0,0,0.0258175,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0.83966136,4,1,60,3
196,0,1,1,0,1,0,1,0,69,0,0.152277231,69,1,0.0196715,1,1,1,6,14.89999962,1,1,0,1,1,1,2,15,0,-1.050507426,6,0,31,0
197,1,0,0,0,0,1,0,0,30,0,0.188712865,0,0,3.70E-05,0,0,0,3,-0.680000007,1,1,0,0,1,0,2,5,0,NA,1,0,30,0
198,0,1,1,0,1,1,0,0,65,0,0.190693066,65,1,0.00144,1,0,1,6,19.0625,1,1,0,0,0,0,2,0,0,-0.548595309,4,0,35,0
199,0,1,1,0,1,0,0,0,43,0,0.29841584,43,1,0.0156997,0,0,0,0,14.48571396,0,0,1,0,0,1,1,1,0,-1.31358099,6,1,57,2
200,0,1,1,0,1,1,0,1,50,0,0.183762372,50,1,0.037616901,1,1,1,6,17.79000092,1,1,0,1,0,1,2,17,0,-0.880563974,6,0,50,1
201,0,1,1,0,1,1,0,0,54,0,0.3568317,54,1,0.042335,1,1,1,5,16.13750076,1,1,0,1,1,0,4,20,0,-1.354984879,1,0,46,1
202,1,0,0,0,0,1,0,0,46,0,0.284950495,0,1,0.0168532,1,1,0,4,-10.5,1,1,1,0,1,0,0,0,0,0.707359493,0,0,46,1
203,0,1,1,0,1,1,0,0,69,0,0.123762377,69,0,0.0040019,1,0,1,3,19.35000038,0,1,1,0,1,1,2,41,0,-0.735224426,6,0,31,0
204,1,0,1,1,0,1,0,0,63,0,0.316831678,63,0,0.000281,0,0,0,3,-5.199999809,1,1,1,0,1,0,1,0,0,-1.348099351,6,0,37,0
205,0,0,1,0,0,1,0,0,61,0,0.236435637,61,0,0.0004649,0,NA,NA,3,10.86666679,0,1,1,NA,1,1,2,8,0,-1.13811028,2,0,39,0
206,0,1,1,0,1,1,0,0,69,0,0.633663356,69,0,0.0181865,1,1,1,7,13.10000038,1,1,1,0,0,0,2,3,0,-0.882622421,4,0,31,0
207,1,0,1,1,0,1,0,0,51,0,0.262376249,51,0,0.0022763,1,0,0,4,7.558333397,0,1,0,0,1,0,3,30,0,-1.12981689,2,0,49,1
208,1,0,0,0,0,0,0,0,54,0,0.508316815,0,1,0.090448603,0,0,0,-1,-3.5,0,1,0,0,0,1,2,11,0,1.009839535,4,1,54,2
209,0,1,1,0,1,1,0,0,45,0,0.306930691,45,1,0.0035078,1,1,1,4,7.518181801,0,1,1,0,1,1,3,46,0,-1.040915132,1,0,55,2
210,0,0,0,0,0,0,0,0,54,0,0.673267305,0,1,0.075611196,0,NA,NA,3,5.5,1,0,0,NA,0,0,3,0,0,0.571006477,2,1,54,2
211,0,1,0,0,0,0,1,0,57,0,0.084158413,0,1,0.0427517,0,0,0,2,-14.94999981,0,1,1,0,1,0,2,50,0,0.743836284,6,0,57,2
212,0,1,1,0,1,1,0,0,64,0,0.561980188,64,0,0.0030632,1,1,1,6,-2.799999952,0,1,1,1,0,0,2,20,1,-1.119846582,4,0,36,0
213,1,0,0,0,0,0,0,0,62,0,0.308514863,0,0,0.040286001,0,0,0,3,3.74545455,1,1,1,0,1,1,0,13,0,1.141675234,4,1,62,3
214,0,0,1,0,0,0,1,1,60,0,0.120990105,60,1,0.0384681,0,NA,NA,5,8,1,1,1,NA,0,1,3,12,0,-0.91094476,3,0,40,0
215,1,0,1,1,0,0,0,1,60,0,0.151881188,60,0,0.101784997,1,1,0,2,14.89999962,0,1,0,1,1,1,2,13,0,-0.91094476,3,1,40,0
216,0,1,1,0,1,0,0,1,60,0,0.317821771,60,1,0.037936699,1,1,1,5,19.88999939,1,1,1,0,1,1,2,12,0,-0.91094476,3,1,40,0
217,0,1,1,0,1,0,0,0,46,0,0.064356439,46,0,0.0298404,0,0,0,0,3.349999905,0,0,0,0,0,1,2,30,0,-0.636284828,1,1,54,2
218,0,0,1,0,0,1,0,0,54,0,0.17326732,54,0,0.0002953,NA,NA,NA,NA,1.799999952,0,1,0,NA,1,0,0,0,0,-1.317679167,6,0,46,1
219,0,0,1,0,0,0,0,0,56,0,0.255841583,56,0,0.027837699,0,NA,NA,0,-1.600000024,0,1,1,NA,1,1,0,1,0,-0.762778461,2,1,44,1
220,1,0,1,1,0,0,0,0,56,0,0.161386132,56,1,0.0410305,1,0,1,2,0.822222233,0,1,1,0,1,1,2,2,0,-0.762778461,2,1,44,1
221,0,1,1,0,1,1,0,0,59,0,0.094059408,59,1,0.0466966,1,1,1,2,10.77499962,0,1,1,0,1,1,0,0,0,-0.762778461,2,0,41,0
222,1,0,1,1,0,0,0,0,42,0,0.420197994,42,1,0.018058199,0,0,0,2,14.16666698,0,1,0,1,1,1,2,26,0,-1.006656647,1,1,58,2
223,0,1,1,0,1,0,1,1,44,0,0.413069308,44,0,0.035267301,0,0,0,2,12.54545498,0,1,1,0,1,0,3,6,0,-1.142876148,7,0,56,2
224,1,0,1,1,0,1,0,0,47,0,0.069306932,47,0,0.0158324,1,1,1,6,10.77499962,1,1,1,0,1,0,1,26,0,-1.329935551,0,0,53,2
225,0,1,1,0,1,1,0,0,47,0,0.212871283,47,0,0.0416109,1,0,1,5,21.35000038,0,1,1,0,1,0,4,4,0,-1.329935551,0,0,53,2
226,1,0,0,0,0,0,0,0,59,0,0.21623762,0,1,0.0141698,0,0,0,-1,-8.125,0,1,0,0,0,1,1,0,0,1.222376108,2,1,59,2
227,0,1,0,0,0,1,0,0,42,0,0.159801975,0,0,0.0016599,1,0,1,3,-14.15555573,0,1,0,0,1,0,2,0,0,0.388715208,1,0,42,0
228,0,1,0,0,0,0,1,0,44,0,0.141980201,0,0,0.0058736,0,0,0,1,-18.39999962,0,1,0,0,1,0,3,3,0,0.490469247,7,0,44,1
229,0,0,1,0,0,0,0,0,56,0,0.138613865,56,0,0.038073801,1,NA,NA,2,-13,0,1,1,NA,1,1,1,13,0,-0.437489361,1,1,44,1
230,1,0,1,1,0,0,0,0,56,0,0.367524743,56,1,0.043221802,0,0,0,3,2.400000095,1,1,0,0,1,1,3,0,0,-0.437489361,1,1,44,1
231,0,1,1,0,1,0,0,0,46,0,0.44613862,46,1,0.0369577,0,0,0,2,9.611110687,0,1,1,0,0,0,1,44,0,-1.272916675,1,1,54,2
232,1,0,1,1,0,0,0,1,48,0,0.31326732,48,0,0.048826601,0,0,0,1,6.188889027,0,1,0,0,0,1,3,0,0,-0.990908086,7,1,52,2
233,1,0,0,0,0,1,0,0,52,0,0.47306928,0,0,0.000265,0,0,0,NA,-4.133333206,0,1,0,0,1,1,2,0,1,NA,2,0,52,2
234,1,0,0,0,0,0,1,0,41,0,0.173069298,0,0,0.0011098,1,1,1,3,-5.733333111,0,1,0,0,0,0,3,7,0,1.314372659,4,0,41,0
235,1,0,0,0,0,1,0,0,18,0,0.261386126,0,0,0.0038778,1,0,1,2,-10.14000034,0,1,0,0,1,1,2,2,0,-0.129331455,1,0,18,0
236,0,0,0,0,0,0,0,0,56,0,0.301980197,0,0,0.0142426,0,NA,NA,4,9.550000191,0,1,1,NA,NA,0,0,0,0,1.335766077,2,1,56,2
237,1,0,0,0,0,0,0,0,56,0,0.107722774,0,0,0.0121226,0,0,0,1,-3.966666698,0,1,0,0,1,1,2,0,0,1.335766077,2,1,56,2
238,0,1,0,0,0,0,0,0,62,0,0.34019804,0,1,0.0151041,0,0,0,0,-2.927272797,1,1,0,0,1,1,2,0,0,1.335766077,2,1,62,3
239,0,1,0,0,0,1,0,0,47,0,0.279009908,0,0,0.0004475,1,1,1,4,-10.16250038,1,1,1,0,1,0,0,0,0,5.350702286,7,0,47,1
240,0,1,1,0,1,0,0,0,42,0,0.175841585,42,0,0.059068501,0,0,0,1,11.14999962,0,1,0,0,1,0,2,0,0,-0.585268557,5,1,58,2
241,1,0,1,1,0,1,0,0,54,0,0.330099016,54,0,0.0020747,1,0,1,6,8.608333588,1,1,1,0,1,1,2,12,0,-0.811807275,2,0,46,1
242,1,0,0,0,0,0,0,0,55,0,0.266534656,0,0,0.0292203,0,0,0,-2,-2.446153879,0,0,0,0,1,1,0,3,0,1.055241346,5,1,55,2
243,0,1,0,0,0,0,0,0,59,0,0.197425753,0,1,0.035868701,0,0,0,0,-16.08749962,1,1,0,0,1,1,0,2,0,1.055241346,5,1,59,2
244,0,1,1,0,1,0,1,0,64,0,0.217821777,64,0,0.010081,1,1,1,6,22.89999962,1,1,0,0,1,0,2,14,0,-0.120247915,5,0,36,0
245,0,1,1,0,1,1,0,0,50,0,0.383366346,50,0,0.0090166,1,1,1,7,5.866666794,0,1,1,0,0,0,2,1,1,-1.366327047,4,0,50,1
246,0,1,0,0,0,1,0,0,17,0,0.274653465,0,0,0,1,1,1,4,-9.253846169,1,1,1,1,1,1,2,5,0,NA,2,0,17,0
247,1,0,0,0,0,0,1,0,64,0,0.249306932,0,0,0.0127356,0,0,0,1,-12.35000038,0,1,0,0,1,0,2,0,0,1.168188453,4,0,64,3
248,0,1,0,0,0,0,0,0,65,0,0.26514852,0,1,0.0140253,1,0,1,-1,-10.94285679,0,0,0,0,1,1,1,6,0,1.168188453,4,1,65,3
249,1,0,0,0,0,0,0,0,62,0,0.316831678,0,0,0.042802699,0,0,0,1,-5.699999809,0,1,0,0,0,0,1,2,1,0.858230114,5,1,62,3
250,0,1,1,0,1,0,0,0,16,0,0.108910888,16,0,0.027034299,0,0,0,1,11.44999981,0,1,0,0,1,1,2,2,0,-0.848660946,2,1,84,3
251,1,0,1,1,0,1,0,1,55,0,0.402574241,55,0,0.0030413,0,0,0,4,7.155555725,0,1,0,0,0,0,3,1,0,-1.395090461,5,0,45,1
252,1,0,1,1,0,1,0,0,61,0,0.519801974,61,0,3.33E-05,0,0,0,2,-4.150000095,1,1,0,0,1,0,2,0,0,NA,4,0,39,0
253,0,1,1,0,1,1,0,0,67,0,0.206138611,67,0,2.98E-05,1,0,1,4,8.736363411,1,1,0,0,0,0,3,0,0,-0.953549504,4,0,33,0
254,0,0,0,0,0,0,1,0,60,0,0.291881174,0,0,0.033460699,1,NA,NA,3,2.588888884,0,1,0,NA,0,1,3,1,0,1.101052403,3,0,60,3
255,1,0,1,1,0,1,0,0,56,0,0.278019816,56,0,0.038180701,0,0,0,2,11.57499981,1,1,0,0,0,1,3,30,0,-0.852496326,2,0,44,1
256,0,1,0,0,0,0,0,0,71,0,0.200594068,0,1,0.057553802,0,0,0,0,-9.107142448,1,1,0,0,0,1,0,1,0,0.920460403,4,1,71,3
257,1,0,0,0,0,1,0,1,50,0,0.359801978,0,0,0.0089972,1,0,1,2,-0.462500006,0,1,1,0,0,1,1,20,0,0.901783824,4,0,50,1
258,1,0,1,1,0,1,0,0,49,0,0.374257416,49,0,0.0005369,0,0,0,5,9.579999924,1,1,1,0,1,0,2,0,0,-2.011914015,1,0,51,1
259,1,0,0,0,0,0,0,0,72,0,0,0,0,0.024223899,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,1.08173573,4,1,72,3
260,0,1,0,0,0,0,0,0,67,0,0.150099009,0,1,0.0292137,0,0,0,2,-7.099999905,0,0,1,0,0,0,2,0,0,1.08173573,4,1,67,3
261,1,0,1,1,0,1,0,0,49,0,0.159207925,49,0,0.0073521,1,1,1,7,11.16250038,0,1,1,0,1,0,2,19,1,-1.479169488,3,0,51,1
262,0,1,1,0,1,0,1,0,28,0,0.445544541,28,1,0.0195923,0,0,0,2,10.86666679,0,1,1,0,0,0,1,3,0,NA,4,0,72,3
263,1,0,0,0,0,1,0,0,39,0,0.462970287,0,0,0.0066512,1,0,1,1,-6.662499905,0,1,0,0,0,1,3,2,0,0.951185107,0,0,39,0
264,0,1,1,0,1,0,0,1,18,0,0.201386139,18,1,0.018632799,0,0,0,2,21.16666603,0,0,1,0,1,1,2,0,1,-0.524655521,2,1,82,3
265,0,1,0,0,0,1,0,0,33,0,0.227128714,0,0,0.0005999,1,0,1,5,-7.25,0,1,1,0,0,0,2,13,0,0.486065865,7,0,33,0
266,0,0,1,0,0,1,0,0,61,0,0.031683169,61,0,0.0047578,1,NA,NA,1,-2.319999933,1,1,0,NA,0,1,2,0,0,-0.7161569,4,0,39,0
267,0,0,0,0,0,1,0,0,43,0,0.466732681,0,0,0.0044229,1,NA,NA,3,-0.114285715,1,1,1,NA,1,0,1,1,0,0.64380455,0,0,43,1
268,1,0,0,0,0,1,0,0,41,0,0.393861383,0,0,0.0065107,1,0,1,2,-2.099999905,0,1,0,0,1,1,2,16,0,0.979885101,2,0,41,0
269,0,1,0,0,0,1,0,0,50,0,0.375049502,0,1,0.003924,1,1,1,6,-7.141666889,0,1,1,0,1,0,3,75,0,0.902398229,7,0,50,1
270,1,0,1,1,0,0,0,1,41,0,0.134455442,41,1,0.016667699,0,0,0,2,12.14999962,0,0,1,0,1,1,2,10,0,-0.556239784,2,1,59,2
271,1,0,0,0,0,0,0,0,54,0,0.496831685,0,1,0.0155892,1,0,1,1,-1.137500048,1,0,0,0,0,0,3,1,0,0.944176555,4,1,54,2
272,0,1,0,0,0,0,0,0,55,0,0.269306928,0,1,0.032242101,0,0,0,-1,-7.78666687,0,1,0,1,0,1,2,0,0,0.944176555,4,1,55,2
273,0,0,1,0,0,1,0,0,58,0,0.196039602,58,0,0.0003021,1,NA,NA,4,15.57999992,0,1,0,NA,0,0,3,0,0,-1.130105138,6,0,42,0
274,0,1,0,0,0,0,0,1,54,0,0.223564357,0,1,0.057705399,1,1,1,3,-8.592857361,1,1,0,0,0,0,3,43,0,0.24504666,1,1,54,2
275,0,0,1,0,0,0,0,0,31,0,0.266732693,31,0,0.0384681,1,NA,NA,4,12.15999985,0,0,1,NA,1,0,2,80,1,-0.812286139,0,1,69,3
276,1,0,1,1,0,0,0,0,31,0,0.257425755,31,1,0.056191001,0,0,0,2,13.80000019,0,0,1,0,0,0,1,20,1,-0.812286139,0,1,69,3
277,0,1,1,0,1,0,0,0,36,0,0.240198016,36,1,0.049294699,0,0,0,2,18.10000038,1,0,0,0,1,0,0,42,1,-0.812286139,0,1,64,3
278,1,0,0,0,0,1,0,1,53,0,0.140792087,0,0,0.028604399,1,0,1,3,-1.866666675,0,1,1,0,0,0,2,0,0,0.839450479,4,0,53,2
279,0,1,1,0,1,1,0,1,50,0,0.328316838,50,0,0.068428002,1,1,1,5,20.25,0,1,1,1,0,1,3,12,0,-1.280555606,2,0,50,1
280,1,0,1,1,0,1,0,0,59,0,0.312475234,59,0,0.0003735,0,0,0,3,7.800000191,0,1,0,0,1,0,0,0,0,-0.596822381,3,0,41,0
281,0,0,1,0,0,0,0,0,46,0,0.137227714,46,0,0.018760899,0,NA,NA,2,8.455555916,1,1,1,NA,1,1,3,9,0,-0.674044371,2,1,54,2
282,1,0,1,1,0,1,0,0,54,0,0.127326727,54,0,0.0288471,1,1,1,4,7.800000191,0,1,1,0,1,1,2,30,0,-0.916225076,6,0,46,1
283,0,1,0,0,0,0,0,0,60,0,0.066930696,0,0,0.0152812,0,0,0,0,-5.925000191,0,1,1,0,0,1,1,0,0,1.272889614,3,1,60,3
284,0,1,1,0,1,1,0,0,58,0,0.480198026,58,0,0.0047135,1,0,1,3,9.757143021,0,1,0,0,1,0,1,6,0,-1.525877476,6,0,42,0
285,0,1,0,0,0,1,0,0,44,0,0.124752477,0,0,0.0035102,1,0,1,2,-8.779999733,1,1,0,0,1,1,2,20,0,0.374355406,7,0,44,1
286,0,1,1,0,1,0,1,0,75,0,0.199801981,75,0,0.0264023,0,0,0,4,13.875,1,1,1,0,0,1,2,2,0,-1.10546875,3,0,25,0
287,1,0,0,0,0,1,0,0,53,0,0.095049508,0,0,0.032453999,1,1,1,2,-0.400000006,0,1,0,0,0,1,3,17,0,1.325387239,3,0,53,2
288,1,0,1,1,0,1,0,0,59,0,0.360792071,59,0,0.0001961,1,0,1,4,4.083333492,0,1,1,1,0,1,1,6,0,NA,2,0,41,0
289,0,1,0,0,0,1,0,0,48,0,0.38376236,0,0,0,1,0,1,2,-0.560000002,0,1,0,0,1,0,0,8,0,NA,5,0,48,1
290,1,0,1,1,0,1,0,0,54,0,0.139207929,54,0,9.21E-05,1,1,1,5,8.191666603,1,1,0,0,1,0,2,0,0,NA,2,0,46,1
291,1,0,1,1,0,1,0,0,69,0,0.195841596,69,0,0.0094272,0,0,0,NA,-0.200000003,1,1,NA,0,1,0,2,15,0,-1.214348912,6,0,31,0
292,0,1,0,0,0,0,1,0,66,0,0.212277234,0,1,0.025895501,0,0,0,2,-4.911110878,0,1,1,0,0,0,3,35,0,1.210351944,6,0,66,3
293,0,0,1,0,0,0,0,0,33,0,0.095841587,33,0,0.019843699,0,NA,NA,-1,1,0,0,0,NA,1,0,2,4,0,-0.833570719,0,1,67,3
294,1,0,1,1,0,0,0,0,33,0,0.194059417,33,1,0.0191525,0,0,0,-1,9.269230843,0,0,0,0,0,1,2,0,0,-0.833570719,0,1,67,3
295,0,1,1,0,1,0,0,0,41,0,0.269306928,41,0,0.0211563,1,1,1,3,15,1,1,0,1,1,0,2,8,0,-0.833570719,0,1,59,2
296,0,1,1,0,1,0,0,0,39,0,0.407722771,39,0,0.024623999,0,0,0,3,13.32727242,1,1,0,0,0,1,3,0,1,-0.739758432,1,1,61,3
297,0,0,0,0,0,0,0,0,49,0,0.226138622,0,1,0.036882501,0,NA,NA,-2,-0.736363649,0,0,0,NA,0,1,2,3,0,0.986875951,3,1,49,1
298,0,1,0,0,0,0,0,0,51,0,0.854059398,0,1,0.028391199,0,0,0,-1,2.400000095,0,0,0,0,0,1,3,7,0,0.986875951,3,1,51,1
299,1,0,0,0,0,0,0,0,52,0,0.367524743,0,0,0.051688701,0,0,0,2,-2.400000095,0,1,0,0,0,0,3,38,0,0.502709091,2,1,52,2
300,0,1,0,0,0,0,0,0,44,0,NA,0,1,0.0122913,0,0,0,NA,NA,0,0,1,0,1,1,0,11,0,0.954624832,3,1,44,1
301,0,0,0,0,0,1,0,0,44,0,0.118811883,0,0,0.0004304,0,NA,NA,0,-8.149999619,1,1,0,NA,1,1,2,4,0,1.372100711,3,0,44,1
302,1,0,0,0,0,1,0,0,36,0,0.023168316,0,0,NA,1,1,1,3,-11,0,1,0,0,1,1,2,25,0,NA,7,0,36,0
303,0,1,0,0,0,0,0,0,65,0,0.46732673,0,1,0.042904001,1,0,1,-1,-6.199999809,0,0,0,0,0,1,2,0,0,0.897602379,5,1,65,3
304,0,0,0,0,0,1,0,0,42,0,0.310297042,0,0,0.0003077,0,NA,NA,4,-5.949999809,1,1,1,NA,1,0,0,0,1,NA,2,0,42,0
305,1,0,0,0,0,1,0,0,42,0,0.241584152,0,0,0.0005445,0,0,0,3,-8.180000305,0,1,1,0,1,1,2,4,0,NA,2,0,42,0
306,0,1,1,0,1,1,0,1,59,0,0.450098991,59,0,0.0130488,1,1,1,3,10.75,0,1,1,1,0,1,2,27,0,-1.345409632,6,0,41,0
307,0,0,0,0,0,0,0,0,70,0,0.312079221,0,0,0.0416901,0,NA,NA,1,-0.842857122,0,1,0,NA,0,0,2,5,0,1.07075274,4,1,70,3
308,1,0,0,0,0,0,0,0,70,0,0.315247536,0,0,0.0200998,0,0,0,0,-3.825000048,0,1,0,0,0,1,3,0,0,1.07075274,4,1,70,3
309,0,1,0,0,0,1,0,1,40,0,0.237029701,0,0,0.0001011,0,0,0,1,-4.224999905,0,1,0,0,1,0,3,10,0,1.230728149,7,0,40,0
310,1,0,1,1,0,0,0,0,40,0,0.385742575,40,0,0.0049243,0,0,0,2,6.5,1,1,0,0,0,1,0,0,0,-0.465921491,2,1,60,3
311,0,0,0,0,0,0,0,0,43,0,NA,0,0,0.0233084,0,NA,NA,NA,NA,0,1,0,NA,1,1,0,32,0,0.032902017,1,1,43,1
312,1,0,0,0,0,0,0,0,43,0,NA,0,0,0.032637,0,0,0,NA,NA,0,1,0,0,1,0,0,27,0,0.032902017,1,1,43,1
313,0,1,0,0,0,0,0,0,50,0,0.17326732,0,1,0.039109599,0,0,0,0,-8.399999619,0,1,0,0,0,0,0,30,0,0.032902017,1,1,50,1
314,0,1,1,0,1,1,0,0,44,0,0.170297042,44,0,0.0131684,1,0,1,6,16.02000046,1,1,1,1,1,1,2,28,1,-1.227051497,3,0,56,2
315,0,1,1,0,1,0,0,1,42,0,0.189900994,42,1,0.033800699,0,0,0,1,14.34545422,0,1,0,0,0,1,2,0,0,-1.000429511,1,1,58,2
316,0,0,0,0,0,0,0,0,65,0,0.203168318,0,0,0.0131985,0,NA,NA,0,2.344444513,0,1,0,NA,1,1,2,0,0,0.963416576,5,1,65,3
317,0,1,1,0,1,1,0,0,63,0,0.075247526,63,1,0.037098002,1,1,0,5,11.11999989,1,1,0,1,0,0,2,1,0,-0.202180475,5,0,37,0
318,0,1,0,0,0,1,0,0,39,0,0.195247516,0,0,0,0,0,0,4,-10.15454578,1,1,0,0,1,0,2,0,0,NA,1,0,39,0
319,0,1,1,0,1,1,0,1,48,0,0.183762372,48,1,0.085355699,1,1,1,5,20.34444427,1,1,1,0,0,0,2,40,0,-1.137916684,6,0,52,2
320,0,1,0,0,0,1,0,0,41,0,0.189702973,0,0,0.0003825,1,1,0,5,-13.5666666,1,1,1,0,1,0,2,0,0,1.338536501,6,0,41,0
321,1,0,0,0,0,0,0,0,54,0,0.245940596,0,1,NA,0,0,0,0,-13.30000019,0,0,0,0,0,0,0,14,0,0.926954389,2,1,54,2
322,0,1,0,0,0,0,0,0,55,0,0.186534658,0,1,0.029618699,0,0,0,2,-10.25,1,0,0,0,0,0,2,16,0,0.926954389,2,1,55,2
323,1,0,0,0,0,0,1,0,46,0,0.15089108,0,0,0.022676701,0,0,0,-1,-2.242857218,0,1,0,0,1,1,0,0,0,0.970647454,4,0,46,1
324,0,1,0,0,0,0,0,0,65,0,0.099009901,0,0,0.018814901,0,0,0,-1,-1.909999967,1,0,0,1,1,1,3,0,0,0.970647454,4,1,65,3
325,0,1,1,0,1,1,0,0,54,0,0.154455453,54,1,0.0139382,1,0,1,6,11.18181801,1,1,1,1,1,1,3,59,0,-1.107802749,2,0,46,1
